,Unnamed: 0,设备编号,资产编号,设备名称,设备型号,设备规格,制造厂,出厂年月,使用部门,安装地点,立卡年月,启用年月,ABC分类,财务分类,原值(元),完好状态,当前管理状态,状态变动日期,使用年限(年),供货商,出厂编号,单价(元),设备属性,生产用途,责任人,备注
1130,,5804224,,手工焊机,ZX7-400,,北京时代科技股份有限公司,2015-01,赤壁子公司,,2015-06,2015-05,B,焊接设备,4990.0,完好,在用, ,12,湖北浩德商贸有限公司,14071900C,4990.0,设备,生产,,
1131,,5804223,,手工焊机,ZX7-400,,北京时代科技股份有限公司,2015-01,赤壁子公司,,2015-06,2015-05,B,焊接设备,4990.0,完好,在用, ,12,湖北浩德商贸有限公司,14072000C,4990.0,设备,生产,,
1132,,5804222,,手工焊机,ZX7-400,,北京时代科技股份有限公司,2015-01,赤壁子公司,,2015-06,2015-05,B,焊接设备,4990.0,完好,在用, ,12,湖北浩德商贸有限公司,14071650C,4990.0,设备,生产,,
1133,,5804221,,手工焊机,ZX7-400,,北京时代科技股份有限公司,2015-01,赤壁子公司,,2015-06,2015-05,B,焊接设备,4990.0,完好,在用, ,12,湖北浩德商贸有限公司,1407050C,4990.0,设备,生产,,
1134,,0504044,,万向摇臂钻床,Z3132,￠32,山东省兖州市威龙机床有限公司,2014-12,赤壁子公司,,2015-06,2015-05,B,机械设备,40500.0,完好,在用, ,12,湖北浩德商贸有限公司,150409010,40500.0,设备,生产,,
1135,,0504043,,万向摇臂钻床,Z3132,￠32,山东省兖州市威龙机床有限公司,2014-12,赤壁子公司,,2015-06,2015-05,B,机械设备,40500.0,完好,封存,2021-09-23,12,湖北浩德商贸有限公司,150409009,40500.0,设备,生产,,
1148,,2101051,帐外,桥式起重机,QD10-22.5  A5,10T×22.5m×15m,赤壁市蒲圻起重运输机械有限责任公司,2015-02,赤壁子公司,产业园006车间北跨中,2016-03,2015-04,B,机械设备,335700.0,完好,在用, ,14,,150428,335700.0,设备,生产,,抵账
1151,,5601633,,台式电脑,扬天T4900,,联想,2015-02,赤壁子公司,,2015-06,2015-04,C,电子计算机,3890.0,完好,在用, ,5,赤壁市春天信息产业有限责任公司,BS03385187,3890.0,设备,非生产,,
1152,,5601631,,台式电脑,扬天T4900,,联想,2015-02,赤壁子公司,,2015-06,2015-04,C,电子计算机,3890.0,完好,在用, ,5,赤壁市春天信息产业有限责任公司,BS03385185,3890.0,设备,非生产,,
1153,,5601630,,台式电脑,扬天T4900,,联想,2015-02,赤壁子公司,,2015-06,2015-04,C,电子计算机,3890.0,完好,在用, ,5,赤壁市春天信息产业有限责任公司,BS03385188,3890.0,设备,非生产,,
1172,,4510341,,挂式空调,KFR-25GW,1.25P,格力,2014-04,赤壁子公司,2103008驾驶室,2015-06,2015-01,C,动力设备,2300.0,完好,在用, ,14,赤壁市精致电器经营部,4260200B03710,2300.0,设备,非生产,,
1184,,5601621,,台式电脑,M4360,,联想,2014-10,赤壁子公司,,2014-12,2014-11,C,电子计算机,5470.0,完好,在用, ,5,,BA03549338,5470.0,设备,非生产,,
1185,,5601612,,台式电脑,扬天T4900,,联想,2014-09,赤壁子公司,,2014-12,2014-11,C,电子计算机,5470.0,完好,在用, ,5,,ES13595368,5470.0,设备,非生产,,
1186,,5601619,,台式电脑,扬天T4900,,联想,2014-09,赤壁子公司,,2014-12,2014-11,C,电子计算机,5470.0,完好,在用, ,5,,BS02680183,5470.0,设备,非生产,,
1187,,5601618,,台式电脑,扬天T4900,,联想,2014-09,赤壁子公司,,2014-12,2014-11,C,电子计算机,5470.0,完好,在用, ,5,,BS02680224,5470.0,设备,非生产,,
1188,,5601617,,台式电脑,扬天T4900,,联想,2014-09,赤壁子公司,,2014-12,2014-11,C,电子计算机,5470.0,完好,在用, ,5,,BS02680195,5470.0,设备,非生产,,
1189,,5601616,,台式电脑,扬天T4900,,联想,2014-09,赤壁子公司,,2014-12,2014-11,C,电子计算机,5470.0,完好,在用, ,5,,BS13595485,5470.0,设备,非生产,,
1199,,5103002,,盐浴炉变压器,ZUDG-50,50KW,宜兴市兴益特种变压器有限公司,2014-10,赤壁子公司,热处理车间,2014-10,2014-10,C,变电配电设备,21300.0,完好,封存,2021-06-23,18,,1410009,21300.0,设备,生产,,
1206,,5601609,,台式电脑,T4900v-00,I5/4G/1T/21.5寸,联想,2014-09,赤壁子公司,,2014-11,2014-09,C,电子计算机,5480.0,完好,在用, ,5,赤壁春天,BS02497909,5480.0,设备,非生产,,
1207,,5601608,,台式电脑,T4900V,I5/4G/1T/21.5寸,联想,2014-09,赤壁子公司,,2014-11,2014-09,C,电子计算机,5480.0,完好,在用, ,5,赤壁春天,BS02497908,5480.0,设备,非生产,,
1229,,9399014,,气动打标机,PEQD030,,武汉嘉信激光科技有限公司,2014-03,赤壁子公司,,2014-11,2014-08,C,其他专用设备,13000.0,完好,在用, ,5,湖北全新焊割,20140312,13000.0,设备,生产,,
1230,,5806627,帐外,CO2气体保护焊机,NB-500,,北京时代,2014-05,赤壁子公司,,2014-11,2014-08,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402109S,11680.0,设备,生产,,
1231,,5806626,帐外,CO2气体保护焊机,NB-500,,北京时代,2014-05,赤壁子公司,,2014-11,2014-08,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402350S,11680.0,设备,生产,,
1232,,5806625,帐外,CO2气体保护焊机,NB-500,,北京时代,2014-05,赤壁子公司,,2014-11,2014-08,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402180S,11680.0,设备,生产,,
1233,,5806624,帐外,CO2气体保护焊机,NB-500,,北京时代,2014-05,赤壁子公司,,2014-11,2014-08,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402100S,11680.0,设备,生产,,
1234,,5806623,帐外,CO2气体保护焊机,NB-500,,北京时代,2014-05,赤壁子公司,,2014-11,2014-08,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402040S,11680.0,设备,生产,,
1235,,5806622,帐外,CO2气体保护焊机,NB-500,,北京时代,2014-05,赤壁子公司,,2014-11,2014-08,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402190S,11680.0,设备,生产,,
1236,,5806621,帐外,CO2气体保护焊机,NB-500,,北京时代,2014-05,赤壁子公司,,2014-11,2014-08,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402010S,11680.0,设备,生产,,
1237,,5806620,帐外,CO2气体保护焊机,NB-500,,北京时代,2014-05,赤壁子公司,,2014-11,2014-08,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402110S,11680.0,设备,生产,,
1238,,5806619,帐外,CO2气体保护焊机,NB-500,,北京时代,2014-05,赤壁子公司,,2014-11,2014-08,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402080S,11680.0,设备,生产,,
1239,,5804217,,手工直流焊机,ZX7-400,,北京时代,2014-05,赤壁子公司,结构分厂,2014-11,2014-08,B,焊接设备,5270.0,完好,在用, ,12,湖北全新,14071350C,5270.0,设备,生产,,
1240,,5804216,,手工直流焊机,ZX7-400,,北京时代,2014-05,赤壁子公司,结构分厂,2014-11,2014-08,B,焊接设备,5270.0,完好,在用, ,12,湖北全新,14071330C,5270.0,设备,生产,,
1241,,2601021,,内燃平衡重式叉车,CPCD50,5t,安徽合力股份有限公司,2014-07,赤壁子公司,产业园002,2014-10,2014-08,B,运输设备,178800.0,完好,在用, ,12,湖北万泰宏商贸有限公司,0101500U4862,178800.0,设备,生产,,
1242,,5806667,,CO2气体保护焊机,肯比M500A,,芬兰肯比,2014-07,赤壁子公司,结构分厂,2014-11,2014-08,B,焊接设备,13000.0,完好,在用, ,12,湖北全新,888301638,13000.0,设备,生产,,
1243,,5806666,,CO2气体保护焊机,肯比M500A,,芬兰肯比,2014-07,赤壁子公司,结构分厂,2014-11,2014-08,B,焊接设备,13000.0,完好,在用, ,12,湖北全新,888301637,13000.0,设备,生产,,
1261,,5606031,,笔记本电脑,昭阳E49AL,,联想,2014-03,赤壁子公司,姚普斌,2014-07,2014-07,C,电子计算机,4030.0,完好,在用, ,5,,WB14178745,4030.0,设备,非生产,,
1282,,5830016,,等离子切割机,YP-100PS,,松下,2014-04,赤壁子公司,,2014-07,2014-06,C,电子仪表电讯工业专用设备,41000.0,完好,在用, ,5,湖北万泰宏商贸有限公司,50414U0023,41000.0,设备,生产,,
1285,,7101003,,推拉力计,HP-100K,,爱德堡仪器有限公司,2014-05,赤壁子公司,,2014-10,2014-05,C,通用测试仪器设备,24700.0,完好,在用, ,5,黄石蓝凯工贸有限公司,1631140524560,24700.0,设备,生产,,
1303,,5806629,帐外,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1403890KK,11680.0,设备,生产,,
1304,,5806628,帐外,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1403740KK,11680.0,设备,生产,,
1305,,5804220,,手工直流焊机,ZX7-400,,北京时代,2014-03,赤壁子公司,结构分厂,2014-11,2014-04,B,焊接设备,5270.0,完好,在用, ,12,湖北全新,1403260C,5270.0,设备,生产,,
1306,,5804219,,手工直流焊机,ZX7-400,,北京时代,2014-03,赤壁子公司,结构分厂,2014-11,2014-04,B,焊接设备,5270.0,完好,在用, ,12,湖北全新,1403340C,5270.0,设备,生产,,
1307,,5804218,,手工直流焊机,ZX7-400,,北京时代,2014-03,赤壁子公司,结构分厂,2014-11,2014-04,B,焊接设备,5270.0,完好,在用, ,12,湖北全新,1403250C,5270.0,设备,生产,,
1308,,5804205,,手工直流焊机,ZX7-400,,北京时代,2014-03,赤壁子公司,,2014-11,2014-04,B,焊接设备,5270.0,完好,在用, ,12,湖北全新,1404220C,5270.0,设备,生产,,
1309,,5804203,,手工直流焊机,ZX7-400,,北京时代,2014-03,赤壁子公司,,2014-11,2014-04,B,焊接设备,5270.0,完好,在用, ,12,湖北全新,1404260C,5270.0,设备,生产,,
1310,,5606039,,笔记本电脑,昭阳E49AL,,联想,2014-03,赤壁子公司,,2014-07,2014-04,C,电子计算机,4030.0,完好,在用, ,5,,WB14178929,4030.0,设备,非生产,,
1311,,5601568,,台式电脑,启天M4360-N000,,联想,2014-02,赤壁子公司,,2014-07,2014-04,C,电子计算机,3980.0,完好,在用, ,5,,SA16641742,3980.0,设备,非生产,,
1312,,5601567,,台式电脑,启天M4360-N000,,联想,2014-02,赤壁子公司,,2014-07,2014-04,C,电子计算机,3980.0,完好,在用, ,5,,SA16642804,3980.0,设备,非生产,,
1313,,5601566,,台式电脑,启天M4360-N000,,联想,2014-02,赤壁子公司,,2014-07,2014-04,C,电子计算机,3980.0,完好,在用, ,5,,SA16643062,3980.0,设备,非生产,,
1323,,5806657,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402050S,11680.0,设备,生产,,
1324,,5806656,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402049S,11680.0,设备,生产,,
1325,,5806655,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402048S,11680.0,设备,生产,,
1326,,5806654,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402047S,11680.0,设备,生产,,
1327,,5806653,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402046S,11680.0,设备,生产,,
1328,,5806652,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402045S,11680.0,设备,生产,,
1329,,5806651,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402044S,11680.0,设备,生产,,
1330,,5806650,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402043S,11680.0,设备,生产,,
1331,,5806649,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402042S,11680.0,设备,生产,,
1332,,5806648,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402041S,11680.0,设备,生产,,
1333,,5806647,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402019S,11680.0,设备,生产,,
1334,,5806646,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402018S,11680.0,设备,生产,,
1335,,5806645,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402017S,11680.0,设备,生产,,
1336,,5806644,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402016S,11680.0,设备,生产,,
1337,,5806643,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402015S,11680.0,设备,生产,,
1338,,5806642,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402014S,11680.0,设备,生产,,
1339,,5806641,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402013S,11680.0,设备,生产,,
1340,,5806640,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402012S,11680.0,设备,生产,,
1341,,5806639,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402011S,11680.0,设备,生产,,
1342,,5806638,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402089S,11680.0,设备,生产,,
1343,,5806637,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402088S,11680.0,设备,生产,,
1344,,5806636,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402087S,11680.0,设备,生产,,
1345,,5806635,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402086S,11680.0,设备,生产,,
1346,,5806634,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402085S,11680.0,设备,生产,,
1347,,5806633,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402084S,11680.0,设备,生产,,
1348,,5806632,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402083S,11680.0,设备,生产,,
1349,,5806631,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402082S,11680.0,设备,生产,,
1350,,5806630,,CO2气体保护焊机,NB-500,,北京时代,2014-02,赤壁子公司,,2014-11,2014-04,B,焊接设备,11680.0,完好,在用, ,12,湖北全新,1402081S,11680.0,设备,生产,,
1351,,5804215,,手工直流焊机,ZX7-400,,北京时代,2014-03,赤壁子公司,结构分厂,2014-11,2014-04,B,焊接设备,5270.0,完好,在用, ,12,湖北全新,14071336C,5270.0,设备,生产,,
1352,,5804214,,手工直流焊机,ZX7-400,,北京时代,2014-03,赤壁子公司,结构分厂,2014-11,2014-04,B,焊接设备,5270.0,完好,在用, ,12,湖北全新,14071335C,5270.0,设备,生产,,
1353,,5804213,,手工直流焊机,ZX7-400,,北京时代,2014-03,赤壁子公司,结构分厂,2014-11,2014-04,B,焊接设备,5270.0,完好,在用, ,12,湖北全新,14071334C,5270.0,设备,生产,,
1354,,5804212,,手工直流焊机,ZX7-400,,北京时代,2014-03,赤壁子公司,结构分厂,2014-11,2014-04,B,焊接设备,5270.0,完好,在用, ,12,湖北全新,14071333C,5270.0,设备,生产,,
1355,,5804211,,手工直流焊机,ZX7-400,,北京时代,2014-03,赤壁子公司,结构分厂,2014-11,2014-04,B,焊接设备,5270.0,完好,在用, ,12,湖北全新,14071332C,5270.0,设备,生产,,
1356,,5804210,,手工直流焊机,ZX7-400,,北京时代,2014-03,赤壁子公司,结构分厂,2014-11,2014-04,B,焊接设备,5270.0,完好,在用, ,12,湖北全新,14071331C,5270.0,设备,生产,,
1357,,5606038,,笔记本电脑,昭阳E49AL,,联想,2014-03,赤壁子公司,梁辉,2014-07,2014-04,C,电子计算机,4030.0,完好,在用, ,5,,WB14178682,4030.0,设备,非生产,,
1358,,5601537,,台式电脑,启天M4360-N000,,联想,2014-02,赤壁子公司,,2014-07,2014-04,C,电子计算机,3980.0,完好,在用, ,5,,SA16641708,3980.0,设备,非生产,,
1359,,5601536,,台式电脑,启天M4360-N000,,联想,2014-02,赤壁子公司,,2014-07,2014-04,C,电子计算机,3980.0,完好,在用, ,5,,SA16641789,3980.0,设备,非生产,,
1375,,0504040,,万向摇臂钻床,Z3132×8,Φ32,兖州市威龙机床有限公司,2012-03,赤壁子公司,,2014-07,2014-03,C,机械设备,41000.0,完好,在用, ,14,湖北全新焊割器材经销部,120323022,41000.0,设备,生产,,
1376,,0504039,,万向摇臂钻床,Z3132×8,Φ32,兖州市威龙机床有限公司,2012-03,赤壁子公司,,2014-07,2014-03,C,机械设备,41000.0,完好,在用, ,14,湖北全新焊割器材经销部,120323019,41000.0,设备,生产,,
1392,,5830015,,手工等离子切割机,LGK-8,160A,上海通用电焊机股份有限公司,2013-03,赤壁子公司,,2014-07,2014-02,C,电子仪表电讯工业专用设备,39000.0,完好,在用, ,5,黄石泰福检测设备有限公司,13035420,39000.0,设备,生产,,
1393,,5830014,,手工等离子切割机,LGK-8,160A,上海通用电焊机股份有限公司,2013-03,赤壁子公司,,2014-07,2014-02,C,电子仪表电讯工业专用设备,39000.0,完好,在用, ,5,黄石泰福检测设备有限公司,13035416,39000.0,设备,生产,,
1395,,9002005,,除尘式砂轮机,MC3340,￠400,上海砂轮机厂,2013-10,赤壁子公司,,2013-12,2013-12,C,其他专用设备,0.0,完好,在用, ,12,,1308D188,0.0,设备,生产,,
1396,,9002004,,除尘式砂轮机,MC3340,￠400,上海砂轮机厂,2013-10,赤壁子公司,,2013-12,2013-12,C,其他专用设备,0.0,完好,在用, ,12,,1308D187,0.0,设备,生产,,
1397,,9002003,,除尘式砂轮机,MC3325,￠250,上海砂轮机厂,2013-10,赤壁子公司,机械分厂,2013-12,2013-12,C,其他专用设备,0.0,完好,在用, ,12,,1308D186,0.0,设备,生产,,
1398,,9002002,,除尘式砂轮机,MC3325,￠250,上海砂轮机厂,2013-10,赤壁子公司,机械分厂,2013-12,2013-12,C,其他专用设备,0.0,完好,在用, ,12,,1308D185,0.0,设备,生产,,
